customer_id,full_name,email,phone,gender,birth_date,registration_date,city_id,address,membership_tier,total_orders,total_spent,city_name
40,Dedi Utami,dedi.utami412@email.com,082392578489,M,1986-12-22,2024-05-22,7,Jl. Kenanga No. 140,Bronze,4,5141515,Semarang
41,Budi Lestari,budi.lestari145@email.com,088548620154,M,1969-02-09,2023-11-19,6,Jl. Thamrin No. 179,Bronze,7,13553872,Bandung
42,Rudi Putri,rudi.putri868@email.com,081677546830,M,1973-02-26,2022-03-25,19,Jl. Mawar No. 21,Bronze,4,7246490,Samarinda
43,Dedi Susanto,dedi.susanto827@email.com,081544998804,M,1983-07-23,2025-04-30,21,Jl. Thamrin No. 164,Bronze,5,5078098,Makassar
44,Nina Putri,nina.putri735@email.com,085081499111,F,1967-10-06,2025-06-04,6,Jl. Ahmad Yani No. 90,Bronze,6,9493937,Bandung
45,Irfan Wijaya,irfan.wijaya780@email.com,083179870948,M,2004-06-28,2022-07-15,17,Jl. Mawar No. 198,Silver,1,74707,Pontianak
46,Kurnia Santoso,kurnia.santoso992@email.com,089209762858,M,1974-11-28,2022-08-19,7,Jl. Mawar No. 46,Bronze,6,11947776,Semarang
47,Budi Ramadhan,budi.ramadhan343@email.com,082946254259,M,1978-07-09,2023-08-07,12,Jl. Sudirman No. 190,Bronze,4,4419540,Palembang
48,Hadi Utami,hadi.utami917@email.com,087785025154,M,1997-02-03,2024-09-20,1,Jl. Pahlawan No. 51,Silver,2,8520876,Jakarta
49,Hani Utami,hani.utami756@email.com,086153771059,F,1979-02-08,2023-10-30,4,Jl. Diponegoro No. 19,Bronze,4,2193400,Tangerang
50,Bella Siregar,bella.siregar183@email.com,086958538302,F,1978-10-15,2022-10-24,14,Jl. Thamrin No. 118,Silver,4,3971529,Pekanbaru
51,Indah Putri,indah.putri62@email.com,082205185682,F,1967-12-19,2022-09-18,11,Jl. Sudirman No. 120,Bronze,6,11048420,Medan
52,Maman Putri,maman.putri814@email.com,084672214312,M,2003-03-26,2023-08-28,29,Jl. Sudirman No. 106,Gold,4,12635593,Sorong
53,Gita Lestari,gita.lestari439@email.com,082059371626,F,1982-01-24,2024-08-05,16,Jl. Gajah Mada No. 112,Silver,2,6938310,Lampung
54,Wawan Siregar,wawan.siregar752@email.com,085439366473,M,1967-01-16,2024-05-05,1,Jl. Melati No. 101,Bronze,3,5383937,Jakarta
55,Rudi Nugroho,rudi.nugroho750@email.com,081936330742,M,2000-01-23,2022-06-20,8,Jl. Gajah Mada No. 76,Bronze,0,0,Yogyakarta
56,Ahmad Nugroho,ahmad.nugroho879@email.com,083506801119,M,1975-12-15,2023-09-17,22,Jl. Mawar No. 119,Silver,5,8589617,Manado
57,Fitri Utami,fitri.utami649@email.com,083694254580,F,2005-08-23,2024-01-29,28,Jl. Pahlawan No. 177,Bronze,2,1755079,Ambon
58,Lukman Saputra,lukman.saputra814@email.com,083940614579,M,2004-09-19,2023-07-07,25,Jl. Kenanga No. 86,Silver,5,8348809,Mataram
59,Teguh Siregar,teguh.siregar375@email.com,085470521233,M,1968-02-13,2024-01-16,22,Jl. Gajah Mada No. 45,Silver,4,3833201,Manado
60,Umar Susanto,umar.susanto553@email.com,086263212814,M,1973-06-08,2023-02-24,25,Jl. Gajah Mada No. 69,Silver,2,4276550,Mataram
61,Indah Santoso,indah.santoso514@email.com,085822000305,F,1987-08-16,2024-02-03,3,Jl. Melati No. 174,Gold,6,9999105,Depok
62,Oktavia Lestari,oktavia.lestari90@email.com,085639296557,F,1969-04-15,2026-06-27,12,Jl. Thamrin No. 74,Platinum,5,9802038,Palembang
63,Eko Kusuma,eko.kusuma896@email.com,085392421278,M,1974-08-05,2022-08-18,9,Jl. Pahlawan No. 175,Silver,2,627220,Surabaya
64,Sandi Pratama,sandi.pratama194@email.com,081270366110,M,2006-01-10,2024-06-28,14,Jl. Diponegoro No. 134,Silver,5,13746369,Pekanbaru
65,Tika Pratama,tika.pratama682@email.com,087207328566,F,1985-08-19,2025-08-16,21,Jl. Ahmad Yani No. 146,Bronze,3,4201049,Makassar
66,Fitri Utami,fitri.utami789@email.com,084631453750,F,1995-06-10,2023-04-10,9,Jl. Thamrin No. 91,Bronze,3,4210335,Surabaya
67,Yusuf Siregar,yusuf.siregar997@email.com,084412168053,M,1999-05-06,2025-12-28,6,Jl. Thamrin No. 61,Bronze,4,5923780,Bandung
68,Tika Kusuma,tika.kusuma576@email.com,084037119053,F,1988-03-07,2023-06-18,15,Jl. Gajah Mada No. 89,Bronze,8,8515848,Banda Aceh
69,Sari Kusuma,sari.kusuma954@email.com,082375325559,F,1972-01-13,2023-09-10,18,Jl. Merdeka No. 190,Silver,3,5779850,Banjarmasin
70,Juli Nugroho,juli.nugroho819@email.com,087193796102,F,2001-11-05,2023-08-17,29,Jl. Sudirman No. 188,Bronze,4,3589240,Sorong
71,Fajar Ramadhan,fajar.ramadhan633@email.com,084611538856,M,1984-01-13,2022-08-28,18,Jl. Mawar No. 92,Bronze,3,3298731,Banjarmasin
72,Yusuf Ramadhan,yusuf.ramadhan959@email.com,088589615766,M,1998-04-26,2025-04-09,7,Jl. Diponegoro No. 6,Bronze,3,5699028,Semarang
73,Citra Sari,citra.sari620@email.com,088158707130,F,1996-06-20,2023-02-03,13,Jl. Pahlawan No. 38,Silver,1,972394,Padang
74,Lina Saputra,lina.saputra316@email.com,089493399299,F,1983-06-12,2022-01-25,12,Jl. Melati No. 23,Bronze,7,6453689,Palembang
75,Nina Utami,nina.utami747@email.com,089145099778,F,1975-12-14,2023-08-15,15,Jl. Thamrin No. 151,Silver,3,1445361,Banda Aceh
76,Irfan Hidayat,irfan.hidayat775@email.com,082613930214,M,1986-02-19,2024-12-11,16,Jl. Merdeka No. 105,Silver,5,12515760,Lampung
77,Nina Kusuma,nina.kusuma191@email.com,088869598656,F,2001-03-07,2024-08-04,18,Jl. Ahmad Yani No. 142,Bronze,4,4660176,Banjarmasin
78,Tika Hidayat,tika.hidayat811@email.com,081010508398,F,1994-04-01,2025-02-19,16,Jl. Ahmad Yani No. 77,Platinum,3,5307907,Lampung
79,Dewi Ramadhan,dewi.ramadhan929@email.com,082051194393,F,1991-03-16,2023-08-13,22,Jl. Sudirman No. 196,Bronze,2,3285174,Manado
80,Yusuf Susanto,yusuf.susanto890@email.com,088240940498,M,1995-10-14,2025-04-05,12,Jl. Sudirman No. 96,Silver,2,611793,Palembang
81,Kurnia Kusuma,kurnia.kusuma900@email.com,083977628013,M,1974-06-15,2022-04-30,19,Jl. Gajah Mada No. 42,Bronze,4,7275428,Samarinda
82,Nina Ramadhan,nina.ramadhan655@email.com,085021451005,F,1983-05-17,2022-04-10,12,Jl. Melati No. 50,Silver,9,13130414,Palembang
83,Eko Lestari,eko.lestari324@email.com,086588063032,M,1999-06-28,2022-12-09,25,Jl. Gajah Mada No. 25,Silver,6,5734042,Mataram
84,Eka Santoso,eka.santoso497@email.com,087064470209,F,1983-06-25,2024-11-27,5,Jl. Thamrin No. 27,Bronze,5,5456635,Bekasi
85,Irfan Utami,irfan.utami976@email.com,085784450697,M,2004-12-27,2025-02-18,29,Jl. Mawar No. 20,Bronze,2,1986933,Sorong
86,Ahmad Nugroho,ahmad.nugroho453@email.com,082469072661,M,1988-03-27,2023-10-01,12,Jl. Ahmad Yani No. 8,Silver,4,4671312,Palembang
87,Joko Kusuma,joko.kusuma315@email.com,081538349165,M,1974-12-08,2025-11-22,28,Jl. Thamrin No. 21,Bronze,3,4655838,Ambon
88,Dedi Santoso,dedi.santoso111@email.com,083547672267,M,1992-01-07,2024-09-18,25,Jl. Mawar No. 31,Gold,7,9390986,Mataram
89,Dedi Hidayat,dedi.hidayat211@email.com,081859098375,M,1971-02-20,2022-01-22,22,Jl. Gajah Mada No. 8,Bronze,3,6320486,Manado
90,Tika Pratama,tika.pratama248@email.com,081293505358,F,1997-12-20,2022-11-25,12,Jl. Kenanga No. 196,Bronze,1,160454,Palembang
91,Irfan Hidayat,irfan.hidayat102@email.com,084969546654,M,1999-01-24,2026-03-25,6,Jl. Melati No. 182,Bronze,4,3376858,Bandung
92,Rudi Ramadhan,rudi.ramadhan220@email.com,083208691233,M,1987-07-14,2023-01-06,4,Jl. Pahlawan No. 29,Silver,1,3524276,Tangerang
93,Dewi Nugroho,dewi.nugroho370@email.com,088321763524,F,1973-08-25,2024-11-30,4,Jl. Melati No. 185,Bronze,3,3141347,Tangerang
94,Putri Wijaya,putri.wijaya320@email.com,088907422108,F,1994-10-24,2023-08-04,13,Jl. Diponegoro No. 142,Bronze,3,8121678,Padang
95,Gita Wibowo,gita.wibowo184@email.com,088190457777,F,1995-11-12,2026-07-02,3,Jl. Sudirman No. 102,Bronze,4,2610306,Depok
96,Eko Kusuma,eko.kusuma948@email.com,081724660700,M,2002-02-24,2024-03-31,13,Jl. Gajah Mada No. 51,Bronze,5,7570523,Padang
97,Dewi Putri,dewi.putri731@email.com,087844674517,F,1996-05-25,2024-05-19,27,Jl. Pahlawan No. 92,Bronze,4,8095185,Jayapura
98,Putri Sari,putri.sari257@email.com,087396672521,F,1994-02-04,2022-10-29,9,Jl. Diponegoro No. 161,Gold,2,1139661,Surabaya
99,Eko Susanto,eko.susanto28@email.com,085175019827,M,1969-08-22,2026-08-28,2,Jl. Pahlawan No. 155,Silver,2,370103,Bogor
100,Lukman Lestari,lukman.lestari533@email.com,088591664389,M,1969-11-25,2022-07-17,20,Jl. Mawar No. 52,Bronze,4,9322093,Palangkaraya
101,Putri Sari,putri.sari19@email.com,084929633791,F,1986-09-18,2025-01-15,9,Jl. Pahlawan No. 116,Bronze,3,2566435,Surabaya
102,Oktavia Nugroho,oktavia.nugroho882@email.com,088642389509,F,1976-09-22,2022-03-09,2,Jl. Thamrin No. 126,Bronze,4,3491256,Bogor
103,Maya Nugroho,maya.nugroho676@email.com,087312821876,F,2001-11-16,2022-08-13,25,Jl. Melati No. 41,Silver,5,7994246,Mataram
104,Indah Nugroho,indah.nugroho785@email.com,089494513064,F,2004-11-12,2024-02-13,19,Jl. Gajah Mada No. 16,Bronze,3,2359344,Samarinda
105,Fajar Wibowo,fajar.wibowo913@email.com,087979978982,M,2002-01-25,2023-12-16,12,Jl. Pahlawan No. 25,Bronze,5,8789164,Palembang
106,Nina Pratama,nina.pratama664@email.com,083954899995,F,1980-04-08,2025-09-16,2,Jl. Ahmad Yani No. 30,Bronze,7,14748466,Bogor
107,Umar Pratama,umar.pratama924@email.com,087103889958,M,1992-10-17,2024-08-01,2,Jl. Merdeka No. 179,Bronze,6,7268645,Bogor
108,Maman Saputra,maman.saputra828@email.com,083097484316,M,1985-10-04,2024-03-10,19,Jl. Diponegoro No. 87,Bronze,6,6462511,Samarinda
109,Fitri Lestari,fitri.lestari651@email.com,084380781824,F,1992-04-16,2024-01-15,10,Jl. Melati No. 55,Bronze,2,1951241,Malang
110,Lukman Lestari,lukman.lestari981@email.com,089984890483,M,1979-10-24,2026-07-06,13,Jl. Kenanga No. 25,Silver,2,1303628,Padang
111,Citra Lestari,citra.lestari356@email.com,084417298242,F,1995-07-07,2024-12-23,26,Jl. Ahmad Yani No. 130,Gold,5,7230510,Kupang
112,Sari Pratama,sari.pratama528@email.com,089669835245,F,1990-05-20,2024-04-28,7,Jl. Melati No. 48,Silver,2,484127,Semarang
113,Rudi Hidayat,rudi.hidayat745@email.com,083691907159,M,2004-07-19,2024-12-27,21,Jl. Melati No. 52,Bronze,5,5913650,Makassar
114,Joko Kusuma,joko.kusuma327@email.com,084913307055,M,1984-07-14,2025-11-04,24,Jl. Diponegoro No. 106,Bronze,4,4744884,Denpasar
115,Fitri Hidayat,fitri.hidayat117@email.com,081644082961,F,1980-07-08,2025-05-16,22,Jl. Merdeka No. 63,Silver,3,4713581,Manado
116,Oktavia Nugroho,oktavia.nugroho207@email.com,085979406794,F,1992-11-02,2024-06-12,18,Jl. Thamrin No. 8,Bronze,2,2093365,Banjarmasin
117,Sari Kusuma,sari.kusuma881@email.com,084850461711,F,1996-01-02,2022-03-28,21,Jl. Gajah Mada No. 155,Bronze,7,5135808,Makassar
118,Pandu Siregar,pandu.siregar742@email.com,084619584847,M,1970-07-27,2025-10-07,12,Jl. Diponegoro No. 29,Silver,5,6730162,Palembang
119,Teguh Ramadhan,teguh.ramadhan906@email.com,081387615589,M,1998-05-16,2025-04-03,27,Jl. Kenanga No. 32,Silver,7,5958462,Jayapura
120,Kartika Wibowo,kartika.wibowo242@email.com,089312909606,F,1989-12-24,2026-02-18,19,Jl. Diponegoro No. 37,Bronze,6,9632946,Samarinda
121,Kurnia Nugroho,kurnia.nugroho547@email.com,085074682264,M,2002-01-16,2023-06-05,14,Jl. Gajah Mada No. 140,Bronze,6,9171370,Pekanbaru
122,Kurnia Siregar,kurnia.siregar377@email.com,088822704697,M,1988-08-23,2022-10-24,26,Jl. Merdeka No. 166,Platinum,3,2271203,Kupang
123,Budi Susanto,budi.susanto394@email.com,084723534498,M,1980-05-18,2025-10-07,26,Jl. Mawar No. 100,Bronze,5,2645273,Kupang
124,Indah Hidayat,indah.hidayat881@email.com,084823580587,F,1980-05-07,2026-08-12,3,Jl. Mawar No. 162,Bronze,9,9736586,Depok
125,Bella Hidayat,bella.hidayat423@email.com,085580012388,F,1996-08-24,2022-06-14,28,Jl. Pahlawan No. 155,Silver,3,3863707,Ambon
126,Oktavia Susanto,oktavia.susanto189@email.com,088001468162,F,1968-11-21,2026-04-10,1,Jl. Thamrin No. 1,Bronze,5,4369542,Jakarta
127,Kartika Lestari,kartika.lestari731@email.com,084277758858,F,1975-04-17,2022-08-15,3,Jl. Kenanga No. 176,Bronze,5,6428759,Depok
128,Oktavia Nugroho,oktavia.nugroho704@email.com,082210310334,F,1973-05-06,2026-02-14,28,Jl. Sudirman No. 107,Bronze,7,10339878,Ambon
129,Maya Wibowo,maya.wibowo946@email.com,082986099771,F,1979-01-01,2025-03-14,29,Jl. Ahmad Yani No. 180,Gold,4,4725441,Sorong
130,Oki Lestari,oki.lestari982@email.com,082580205025,M,1981-03-03,2025-05-14,14,Jl. Kenanga No. 31,Bronze,7,9607781,Pekanbaru
131,Oktavia Wibowo,oktavia.wibowo209@email.com,088654155479,F,1972-04-23,2024-10-09,22,Jl. Ahmad Yani No. 192,Bronze,1,100278,Manado
132,Pandu Wibowo,pandu.wibowo694@email.com,086108275915,M,1978-05-24,2025-05-13,7,Jl. Thamrin No. 105,Silver,9,6556472,Semarang
133,Lukman Hidayat,lukman.hidayat597@email.com,082967799880,M,1993-04-12,2025-06-19,8,Jl. Merdeka No. 121,Bronze,3,5173201,Yogyakarta
134,Maya Ramadhan,maya.ramadhan754@email.com,087859904332,F,1989-12-14,2025-12-31,7,Jl. Sudirman No. 25,Silver,2,2604068,Semarang
135,Maman Siregar,maman.siregar991@email.com,084478291959,M,1987-10-22,2024-08-22,8,Jl. Merdeka No. 65,Silver,5,8786269,Yogyakarta
136,Juli Saputra,juli.saputra595@email.com,086065365127,F,1973-09-02,2024-01-30,22,Jl. Thamrin No. 129,Bronze,4,7018509,Manado
137,Oktavia Kusuma,oktavia.kusuma267@email.com,085796800114,F,1998-07-05,2023-10-12,3,Jl. Merdeka No. 33,Bronze,3,9925350,Depok
138,Lina Siregar,lina.siregar780@email.com,089275186009,F,1981-10-27,2023-08-03,14,Jl. Melati No. 81,Bronze,9,8536832,Pekanbaru
139,Maman Susanto,maman.susanto946@email.com,088723296882,M,1974-09-28,2026-04-14,16,Jl. Merdeka No. 49,Bronze,1,248407,Lampung
140,Hadi Santoso,hadi.santoso447@email.com,083125625600,M,1975-12-15,2023-06-17,16,Jl. Mawar No. 92,Platinum,1,883682,Lampung
141,Oktavia Nugroho,oktavia.nugroho96@email.com,082220270866,F,1974-02-12,2026-01-14,4,Jl. Thamrin No. 192,Silver,5,7191475,Tangerang
142,Tika Siregar,tika.siregar539@email.com,086070504602,F,1978-10-01,2025-04-14,22,Jl. Sudirman No. 64,Silver,3,1579406,Manado
143,Maman Santoso,maman.santoso605@email.com,082389586583,M,1972-07-12,2025-10-27,10,Jl. Merdeka No. 21,Bronze,5,3775838,Malang
144,Oktavia Ramadhan,oktavia.ramadhan672@email.com,087241025565,F,1965-06-02,2025-05-01,9,Jl. Kenanga No. 34,Bronze,2,3383244,Surabaya
145,Lukman Pratama,lukman.pratama391@email.com,085692470851,M,1969-09-20,2022-04-24,26,Jl. Ahmad Yani No. 46,Bronze,4,4102858,Kupang
146,Citra Santoso,citra.santoso413@email.com,083809184791,F,1975-07-25,2023-03-03,28,Jl. Sudirman No. 77,Bronze,3,2891348,Ambon
147,Juli Siregar,juli.siregar99@email.com,088868607194,F,1973-06-22,2025-05-20,22,Jl. Melati No. 52,Bronze,5,7675694,Manado
148,Putri Hidayat,putri.hidayat433@email.com,088778161564,F,1992-02-25,2025-05-14,19,Jl. Kenanga No. 48,Bronze,5,9347526,Samarinda
149,Citra Santoso,citra.santoso664@email.com,083253473926,F,1994-11-08,2023-12-01,17,Jl. Ahmad Yani No. 120,Bronze,6,8157590,Pontianak
150,Juli Kusuma,juli.kusuma438@email.com,089794925952,F,1984-04-17,2025-11-02,5,Jl. Sudirman No. 12,Silver,0,0,Bekasi
151,Nina Wijaya,nina.wijaya261@email.com,083514994916,F,2001-05-12,2025-09-15,15,Jl. Melati No. 5,Bronze,4,5602062,Banda Aceh
152,Fitri Utami,fitri.utami898@email.com,088320250168,F,1967-02-14,2024-03-15,6,Jl. Gajah Mada No. 151,Silver,3,2870104,Bandung
153,Wulan Utami,wulan.utami81@email.com,087889354624,F,1976-04-06,2023-12-01,9,Jl. Sudirman No. 112,Silver,4,3388236,Surabaya
154,Oki Wijaya,oki.wijaya709@email.com,088412733036,M,2006-08-15,2022-12-18,1,Jl. Ahmad Yani No. 159,Gold,2,477994,Jakarta
155,Maya Utami,maya.utami196@email.com,089658161205,F,1973-03-01,2022-06-29,10,Jl. Diponegoro No. 7,Bronze,2,2343817,Malang
156,Joko Saputra,joko.saputra309@email.com,088600894452,M,1999-04-03,2025-07-06,27,Jl. Thamrin No. 122,Bronze,6,4908556,Jayapura
157,Hadi Siregar,hadi.siregar21@email.com,088987764913,M,1993-08-16,2026-02-22,5,Jl. Kenanga No. 63,Bronze,5,9286032,Bekasi
158,Bella Pratama,bella.pratama426@email.com,088939746381,F,2005-12-14,2022-07-30,1,Jl. Kenanga No. 153,Silver,3,5642462,Jakarta
159,Bella Nugroho,bella.nugroho627@email.com,089021427795,F,1997-10-24,2024-09-22,13,Jl. Diponegoro No. 183,Bronze,2,1737807,Padang
160,Pandu Lestari,pandu.lestari428@email.com,089113797058,M,1969-05-21,2025-02-07,11,Jl. Sudirman No. 127,Silver,4,2762300,Medan
161,Oktavia Susanto,oktavia.susanto197@email.com,087310339622,F,1975-05-24,2022-02-12,14,Jl. Mawar No. 60,Silver,1,2409184,Pekanbaru
162,Wulan Wibowo,wulan.wibowo741@email.com,088350343413,F,1994-03-10,2026-01-04,27,Jl. Pahlawan No. 173,Silver,5,6916367,Jayapura
163,Putri Utami,putri.utami708@email.com,084218022734,F,2004-04-10,2022-11-28,28,Jl. Mawar No. 34,Bronze,6,7697914,Ambon
164,Yusuf Nugroho,yusuf.nugroho241@email.com,085372837607,M,1991-08-10,2026-06-14,4,Jl. Ahmad Yani No. 92,Silver,4,6232969,Tangerang
165,Teguh Santoso,teguh.santoso633@email.com,081973627242,M,1986-07-04,2022-05-11,26,Jl. Melati No. 58,Bronze,4,6047462,Kupang
166,Lina Utami,lina.utami874@email.com,083875420006,F,2000-05-05,2026-04-27,2,Jl. Merdeka No. 113,Silver,1,1138885,Bogor
167,Eko Utami,eko.utami520@email.com,081452737164,M,1971-09-02,2025-06-02,20,Jl. Sudirman No. 53,Gold,8,9125752,Palangkaraya
168,Lukman Susanto,lukman.susanto892@email.com,081426465521,M,1997-08-24,2026-04-10,15,Jl. Gajah Mada No. 86,Gold,6,4249222,Banda Aceh
169,Irfan Nugroho,irfan.nugroho829@email.com,087329335818,M,1965-04-27,2026-04-25,14,Jl. Ahmad Yani No. 130,Bronze,6,5979274,Pekanbaru
170,Lina Susanto,lina.susanto252@email.com,081980034265,F,1988-11-22,2024-04-29,25,Jl. Pahlawan No. 106,Gold,2,1580942,Mataram
171,Rina Utami,rina.utami789@email.com,089632663990,F,1966-08-05,2024-01-11,22,Jl. Melati No. 18,Bronze,2,1463155,Manado
172,Maya Utami,maya.utami38@email.com,083755074460,F,1968-07-25,2024-06-07,6,Jl. Kenanga No. 15,Platinum,9,16619367,Bandung
173,Nina Saputra,nina.saputra761@email.com,082478144620,F,2000-05-24,2025-10-26,29,Jl. Ahmad Yani No. 136,Silver,8,9761690,Sorong
174,Oki Nugroho,oki.nugroho634@email.com,088095445250,M,1999-10-26,2023-02-25,21,Jl. Gajah Mada No. 167,Bronze,2,1384747,Makassar
175,Lukman Wijaya,lukman.wijaya737@email.com,082219460880,M,1986-07-24,2025-01-05,2,Jl. Sudirman No. 131,Silver,3,5559726,Bogor
176,Fitri Santoso,fitri.santoso248@email.com,083170137829,F,1999-10-09,2026-06-20,1,Jl. Merdeka No. 96,Bronze,3,3445910,Jakarta
177,Dewi Santoso,dewi.santoso587@email.com,084164784001,F,1972-08-10,2025-08-26,25,Jl. Mawar No. 87,Platinum,5,2825926,Mataram
178,Nanda Hidayat,nanda.hidayat732@email.com,084167591308,M,2001-11-05,2025-09-27,10,Jl. Sudirman No. 84,Silver,4,8890482,Malang
179,Nanda Nugroho,nanda.nugroho95@email.com,085562087085,M,1992-07-03,2022-10-28,4,Jl. Thamrin No. 122,Bronze,4,2800218,Tangerang
